File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001SCK	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		1	1						ENCFF001REJ, ENCFF001REK	12841164643	Barbara Wold, Caltech	5b42a698afb6bab2ead80d77936044b8	https://www.encodeproject.org/files/ENCFF001SCK/@@download/ENCFF001SCK.bam	hg19			released				
ENCFF001SFT	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		2	1						ENCFF001REH, ENCFF001REI	12227375469	Brenton Graveley, UConn	8f06729e45c0c59370624724c094fdc2	https://www.encodeproject.org/files/ENCFF001SFT/@@download/ENCFF001SFT.bam	hg19	HiSeq 2000		released				
ENCFF001SFS	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		1	1						ENCFF001REJ, ENCFF001REK	12889205822	Brenton Graveley, UConn	84f3962fb9c6cc504c1f3886ecd371ed	https://www.encodeproject.org/files/ENCFF001SFS/@@download/ENCFF001SFS.bam	hg19	HiSeq 2000		released				
ENCFF212VRC	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		2	1						ENCFF001REH, ENCFF001REI, ENCFF700TXC	12112659476	ENCODE Processing Pipeline	c922e275c11fdd0ad0a87426177fd73a	https://www.encodeproject.org/files/ENCFF212VRC/@@download/ENCFF212VRC.bam	hg19			released				
ENCFF389YIY	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		1	1						ENCFF001REJ, ENCFF001REK, ENCFF700TXC	12773332535	ENCODE Processing Pipeline	dcd284a05b6ade398205ce5d2702d092	https://www.encodeproject.org/files/ENCFF389YIY/@@download/ENCFF389YIY.bam	hg19			released				
ENCFF297QCE	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		1	1						ENCFF001REJ, ENCFF001REK, ENCFF839KAI	15358437292	ENCODE Processing Pipeline	70e820bc4537e7e9bc779f9d84e2a99c	https://www.encodeproject.org/files/ENCFF297QCE/@@download/ENCFF297QCE.bam	hg19			released				
ENCFF928NGK	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		2	1						ENCFF001REH, ENCFF001REI, ENCFF839KAI	14650523605	ENCODE Processing Pipeline	34cdcb2e21258ec248fe4d865fb5bb0d	https://www.encodeproject.org/files/ENCFF928NGK/@@download/ENCFF928NGK.bam	hg19			released				
ENCFF376KWQ	bam	transcriptome alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		1	1						ENCFF001REJ, ENCFF001REK, ENCFF839KAI	19507441244	ENCODE Processing Pipeline	d3fc5ec526d5d1543511ea5db0b461cd	https://www.encodeproject.org/files/ENCFF376KWQ/@@download/ENCFF376KWQ.bam	hg19			released				
ENCFF309YOJ	bam	transcriptome alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		2	1						ENCFF001REH, ENCFF001REI, ENCFF839KAI	19043431346	ENCODE Processing Pipeline	56ed2863829a5469af663bf00aaff2c4	https://www.encodeproject.org/files/ENCFF309YOJ/@@download/ENCFF309YOJ.bam	hg19			released				
ENCFF802TLC	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		1	1						ENCFF001REJ, ENCFF001REK, ENCFF742NER	23636335676	ENCODE Processing Pipeline	97df919772062bedadf219c4bf18d3d7	https://www.encodeproject.org/files/ENCFF802TLC/@@download/ENCFF802TLC.bam	GRCh38			released				
ENCFF300NWS	bam	transcriptome alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		1	1						ENCFF001REJ, ENCFF001REK, ENCFF742NER	19017544899	ENCODE Processing Pipeline	76aa2b199efe6e3d6bb35c26ca4aec76	https://www.encodeproject.org/files/ENCFF300NWS/@@download/ENCFF300NWS.bam	GRCh38			released				
ENCFF428VBU	bam	alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		2	1						ENCFF001REH, ENCFF001REI, ENCFF742NER	19344138331	ENCODE Processing Pipeline	43ec23ea27b3f4dfa1906974b1c589fb	https://www.encodeproject.org/files/ENCFF428VBU/@@download/ENCFF428VBU.bam	GRCh38			released				
ENCFF950OLC	bam	transcriptome alignments	ENCSR000AED	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2014-06-30	ENCODE		see document	>200		2	1						ENCFF001REH, ENCFF001REI, ENCFF742NER	18786274646	ENCODE Processing Pipeline	2e0a0a3afb44537784c7b03e08d65e25	https://www.encodeproject.org/files/ENCFF950OLC/@@download/ENCFF950OLC.bam	GRCh38			released				
ENCFF000EXF	bam	alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1							9253086766	Thomas Gingeras, CSHL	5ce26b26feaf8cae59cf91f9cfa91aef	https://www.encodeproject.org/files/ENCFF000EXF/@@download/ENCFF000EXF.bam	hg19			archived				
ENCFF000EXG	bam	alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1							9643729333	Thomas Gingeras, CSHL	5c328902e347e5bc91832d467e581821	https://www.encodeproject.org/files/ENCFF000EXG/@@download/ENCFF000EXG.bam	hg19			archived				
ENCFF523UIE	bam	alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1						ENCFF000EXH, ENCFF000EXL, ENCFF742NER	73030938678	ENCODE Processing Pipeline	a7d6c093754bde3d11c5c05a4d4ba079	https://www.encodeproject.org/files/ENCFF523UIE/@@download/ENCFF523UIE.bam	GRCh38			released				
ENCFF534AZT	bam	transcriptome alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1						ENCFF000EXH, ENCFF000EXL, ENCFF742NER	3592483520	ENCODE Processing Pipeline	608f7bda712535b1e8cccd80d48f193c	https://www.encodeproject.org/files/ENCFF534AZT/@@download/ENCFF534AZT.bam	GRCh38			released				
ENCFF690DZH	bam	alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1						ENCFF000EXI, ENCFF000EYR, ENCFF742NER	73187506519	ENCODE Processing Pipeline	e1dd441b82bf11358e699c43a07230be	https://www.encodeproject.org/files/ENCFF690DZH/@@download/ENCFF690DZH.bam	GRCh38			released				
ENCFF375NNN	bam	transcriptome alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1						ENCFF000EXI, ENCFF000EYR, ENCFF742NER	4069832060	ENCODE Processing Pipeline	56095519b76d9e528aefeebcf7442064	https://www.encodeproject.org/files/ENCFF375NNN/@@download/ENCFF375NNN.bam	GRCh38			released				
ENCFF990VAM	bam	alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE					1							ENCFF000EXH, ENCFF000EXL, ENCFF839KAI	13703204706	ENCODE Processing Pipeline	5667ee44cb6f26aa626b0e07d8988531	https://www.encodeproject.org/files/ENCFF990VAM/@@download/ENCFF990VAM.bam	hg19			released				
ENCFF039XQM	bam	transcriptome alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE					1							ENCFF000EXH, ENCFF000EXL, ENCFF839KAI	6429598884	ENCODE Processing Pipeline	115c0ce4e65f7ea1da3756bb711add57	https://www.encodeproject.org/files/ENCFF039XQM/@@download/ENCFF039XQM.bam	hg19			released				
ENCFF251RPM	bam	alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE					2							ENCFF000EXI, ENCFF000EYR, ENCFF839KAI	13860044726	ENCODE Processing Pipeline	82ec6a24fac1cb7e553611cf8c70f3b9	https://www.encodeproject.org/files/ENCFF251RPM/@@download/ENCFF251RPM.bam	hg19			released				
ENCFF929RFI	bam	transcriptome alignments	ENCSR000CQE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE					2							ENCFF000EXI, ENCFF000EYR, ENCFF839KAI	6248996501	ENCODE Processing Pipeline	5485dbb4d8ac257c4240efc1c370e4df	https://www.encodeproject.org/files/ENCFF929RFI/@@download/ENCFF929RFI.bam	hg19			released				
ENCFF000FAI	bam	alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1						ENCFF000FAN, ENCFF000FBS	12271400940	Thomas Gingeras, CSHL	b32c92e3bbe827be3be546b72e8f040f	https://www.encodeproject.org/files/ENCFF000FAI/@@download/ENCFF000FAI.bam	hg19			archived				
ENCFF000FAJ	bam	alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1						ENCFF000FAP, ENCFF000FBT	12242064562	Thomas Gingeras, CSHL	12a595c26af0bfa2735cbf9ef0b334be	https://www.encodeproject.org/files/ENCFF000FAJ/@@download/ENCFF000FAJ.bam	hg19			archived				
ENCFF777FWJ	bam	alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1						ENCFF000FAN, ENCFF000FBS, ENCFF742NER	30838303317	ENCODE Processing Pipeline	dd73d932f59db63adc114a4fdde462c7	https://www.encodeproject.org/files/ENCFF777FWJ/@@download/ENCFF777FWJ.bam	GRCh38			released				
ENCFF633GAJ	bam	transcriptome alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1						ENCFF000FAN, ENCFF000FBS, ENCFF742NER	5243371645	ENCODE Processing Pipeline	6078845a4b7193245386443126cd01a4	https://www.encodeproject.org/files/ENCFF633GAJ/@@download/ENCFF633GAJ.bam	GRCh38			released				
ENCFF564DUX	bam	alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1						ENCFF000FAP, ENCFF000FBT, ENCFF742NER	29345181865	ENCODE Processing Pipeline	56f78286d597bf2dd65c9c247fd78b46	https://www.encodeproject.org/files/ENCFF564DUX/@@download/ENCFF564DUX.bam	GRCh38			released				
ENCFF504YPX	bam	transcriptome alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1						ENCFF000FAP, ENCFF000FBT, ENCFF742NER	3937549845	ENCODE Processing Pipeline	60f89b48270b18abefaab6d6a001c357	https://www.encodeproject.org/files/ENCFF504YPX/@@download/ENCFF504YPX.bam	GRCh38			released				
ENCFF325IKA	bam	alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE					1							ENCFF000FAN, ENCFF000FBS, ENCFF839KAI	16051669742	ENCODE Processing Pipeline	0d16567b20aa5396ffb1cbe12c7fa417	https://www.encodeproject.org/files/ENCFF325IKA/@@download/ENCFF325IKA.bam	hg19			released				
ENCFF281JCF	bam	transcriptome alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE					1							ENCFF000FAN, ENCFF000FBS, ENCFF839KAI	6751408272	ENCODE Processing Pipeline	12df14917480caffc012c155600faa6b	https://www.encodeproject.org/files/ENCFF281JCF/@@download/ENCFF281JCF.bam	hg19			released				
ENCFF468YME	bam	alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE					2							ENCFF000FAP, ENCFF000FBT, ENCFF839KAI	16165106362	ENCODE Processing Pipeline	9466aece4667a37cd1cd2c5f5b890b51	https://www.encodeproject.org/files/ENCFF468YME/@@download/ENCFF468YME.bam	hg19			released				
ENCFF351KUH	bam	transcriptome alignments	ENCSR000CQF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					RNA	polyadenylated mRNA, rRNA	see document	see document		2011-10-17	ENCODE					2							ENCFF000FAP, ENCFF000FBT, ENCFF839KAI	5319737936	ENCODE Processing Pipeline	afc4dd247b5005be7220ea4231a484f5	https://www.encodeproject.org/files/ENCFF351KUH/@@download/ENCFF351KUH.bam	hg19			released				
ENCFF000EYS	bam	alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1							9851728773	Thomas Gingeras, CSHL	6b002f30c7301a45f850db4c171dc5c2	https://www.encodeproject.org/files/ENCFF000EYS/@@download/ENCFF000EYS.bam	hg19			archived				
ENCFF000EYT	bam	alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1							13781113409	Thomas Gingeras, CSHL	d6af952f8274ec254961f0396ac8c60d	https://www.encodeproject.org/files/ENCFF000EYT/@@download/ENCFF000EYT.bam	hg19			archived				
ENCFF409SGI	bam	alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE					2							ENCFF000EZF, ENCFF000EZT	14072088663	Anshul Kundaje, Stanford	c59cc3f03094a9fd22e81710c2c68661	https://www.encodeproject.org/files/ENCFF409SGI/@@download/ENCFF409SGI.bam	GRCh38			archived				
ENCFF088TNQ	bam	alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE					1							ENCFF000EZH, ENCFF000EZR	20404646063	Anshul Kundaje, Stanford	f29b1e29eb8d00242020bfc95a12e88d	https://www.encodeproject.org/files/ENCFF088TNQ/@@download/ENCFF088TNQ.bam	GRCh38			archived				
ENCFF836AMM	bam	alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1						ENCFF000EZH, ENCFF000EZR, ENCFF742NER	20776424132	ENCODE Processing Pipeline	2db157beccdbd2a2f1de0586f9cbfbd0	https://www.encodeproject.org/files/ENCFF836AMM/@@download/ENCFF836AMM.bam	GRCh38			released				
ENCFF429HEG	bam	transcriptome alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1						ENCFF000EZH, ENCFF000EZR, ENCFF742NER	24450629603	ENCODE Processing Pipeline	56a56225f9b6714251514c3752868431	https://www.encodeproject.org/files/ENCFF429HEG/@@download/ENCFF429HEG.bam	GRCh38			released				
ENCFF574ZPL	bam	alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1						ENCFF000EZF, ENCFF000EZT, ENCFF742NER	14278347563	ENCODE Processing Pipeline	32389ebf0b98109b4e6325f9b26e493b	https://www.encodeproject.org/files/ENCFF574ZPL/@@download/ENCFF574ZPL.bam	GRCh38			released				
ENCFF374CQT	bam	transcriptome alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1						ENCFF000EZF, ENCFF000EZT, ENCFF742NER	18169762200	ENCODE Processing Pipeline	1b2227fcdb4ad55252efeb45cabb3133	https://www.encodeproject.org/files/ENCFF374CQT/@@download/ENCFF374CQT.bam	GRCh38			released				
ENCFF705WOW	bam	alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE					1							ENCFF000EZH, ENCFF000EZR, ENCFF839KAI	18406892948	ENCODE Processing Pipeline	6bc1bc9e30f29615659c0fea199f9870	https://www.encodeproject.org/files/ENCFF705WOW/@@download/ENCFF705WOW.bam	hg19			released				
ENCFF877XUC	bam	transcriptome alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE					1							ENCFF000EZH, ENCFF000EZR, ENCFF839KAI	24434556483	ENCODE Processing Pipeline	903b4eca4998f9dc00af0be5328939e5	https://www.encodeproject.org/files/ENCFF877XUC/@@download/ENCFF877XUC.bam	hg19			released				
ENCFF367BKI	bam	alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE					2							ENCFF000EZF, ENCFF000EZT, ENCFF839KAI	13187403955	ENCODE Processing Pipeline	c3d63b94bbd37ad6a3649c6e7270a050	https://www.encodeproject.org/files/ENCFF367BKI/@@download/ENCFF367BKI.bam	hg19			released				
ENCFF209TQU	bam	transcriptome alignments	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE					2							ENCFF000EZF, ENCFF000EZT, ENCFF839KAI	18082769370	ENCODE Processing Pipeline	b43524b442aaaa04b733be0543b26bc3	https://www.encodeproject.org/files/ENCFF209TQU/@@download/ENCFF209TQU.bam	hg19			released				
ENCFF000TVU	bam	alignments	ENCSR000CJY	CAGE	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA		see document	see document		2011-12-22	ENCODE		see document	>200		1	1						ENCFF000TWC, ENCFF000TWD	632070964	Piero Carninci, RIKEN	f1ebe561e26b754b40b344e312162fc2	https://www.encodeproject.org/files/ENCFF000TVU/@@download/ENCFF000TVU.bam	hg19			released		inconsistent assay_term_id		
ENCFF000TVX	bam	alignments	ENCSR000CJY	CAGE	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA		see document	see document		2011-12-22	ENCODE		see document	>200		2	1						ENCFF000TWE, ENCFF000TWF	673544317	Piero Carninci, RIKEN	f53ab0b4254874cabaf77484b20a2e4d	https://www.encodeproject.org/files/ENCFF000TVX/@@download/ENCFF000TVX.bam	hg19			released		inconsistent assay_term_id		
